loan_amnt,installment,annual_inc,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,last_pymnt_amnt_log,last_pymnt_amnt_capped,int_rate_clean,term_numeric,debt_to_income,interest_per_loan_amnt,loan_amnt_log,grade_encoded,loan_amnt_std,annual_inc_std,loan_amnt_norm,annual_inc_norm,loan_default
17275.0,434.65,48000.0,0.0,670.0,674.0,2.0,14.0,0.0,23971.0,28.0,2151.82,2629.33,0.0,2229.78,401.3603999991,434.65,524.0,520.0,0.0,1.0,0.0,0.0,23971.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,37900.0,0.0,0.0,0.0,7.0,1998.0,2676.0,89.6,0.0,0.0,131.0,183.0,2.0,2.0,0.0,6.0,2.0,1.0,5.0,7.0,5.0,11.0,4.0,14.0,24.0,7.0,14.0,0.0,0.0,0.0,3.0,96.3,80.0,0.0,0.0,37900.0,23971.0,25800.0,0.0,6.076839168677296,434.65,0.1757,60,0.3598958333333333,15176.0875,9.757073534080591,3,0.205175090184843,-0.3672064028460243,0.4217557251908396,0.0043639537420903,True
11025.0,282.91,36890.0,0.0,660.0,664.0,1.0,11.0,1.0,2764.0,26.0,11025.0,5786.67,0.0,0.0,0.0,2150.72,689.0,685.0,0.0,1.0,0.0,0.0,2764.0,1.0,0.0,0.0,0.0,127.0,0.0,0.0,1.0,5.0,1373.0,26.0,10700.0,0.0,0.0,1.0,5.0,251.0,727.0,65.4,0.0,0.0,127.0,148.0,3.0,3.0,0.0,3.0,4.0,0.0,1.0,5.0,2.0,10.0,1.0,11.0,25.0,6.0,11.0,0.0,0.0,0.0,1.0,88.9,50.0,1.0,0.0,10700.0,2764.0,2100.0,0.0,7.674022801292272,2150.72,0.1848999999999999,60,0.2988614800759013,10192.6125,9.30801139914963,3,-0.4549332649730275,-0.4945797389251652,0.2627226463104326,0.0033538802822023,False
20000.0,502.12,75000.0,0.0,740.0,744.0,1.0,11.0,0.0,25621.0,23.0,20000.0,2669.99,0.0,0.0,0.0,18672.44,719.0,715.0,0.0,1.0,0.0,0.0,113471.0,1.0,2.0,1.0,2.0,2.0,5535.0,69.0,0.0,1.0,11086.0,73.0,34600.0,0.0,3.0,1.0,3.0,10316.0,5257.0,79.9,0.0,0.0,188.0,324.0,15.0,2.0,2.0,15.0,2.0,0.0,4.0,7.0,5.0,7.0,9.0,8.0,12.0,7.0,11.0,0.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,143400.0,31156.0,26200.0,8000.0,9.8348574723753,17440.045999999995,0.1747,60,0.2666666666666666,17470.0,9.90353755128617,3,0.4929823330336746,-0.0576582413575631,0.4910941475826972,0.0068186777220161,False
25000.0,573.06,68000.0,0.0,720.0,724.0,0.0,8.0,0.0,27064.0,27.0,25000.0,2709.56,0.0,0.0,0.0,22589.05,709.0,705.0,0.0,1.0,0.0,0.0,32258.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,28100.0,0.0,0.0,0.0,0.0,4608.0,547.0,97.0,0.0,0.0,195.0,262.0,42.0,42.0,1.0,42.0,5.0,0.0,5.0,6.0,5.0,21.0,2.0,7.0,24.0,6.0,8.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,48789.0,32258.0,18200.0,20689.0,10.025264822828346,17440.045999999995,0.1333,60,0.3676470588235294,16662.5,10.12667110305036,2,1.021069017159971,-0.1379114684101271,0.6183206106870228,0.0061822678012946,False
24000.0,562.18,103000.0,0.0,715.0,719.0,0.0,13.0,0.0,24156.0,35.0,1124.63,1076.42,0.0,0.0,0.0,562.18,734.0,730.0,0.0,1.0,0.0,0.0,72688.0,1.0,4.0,1.0,3.0,5.0,48532.0,77.0,0.0,1.0,13150.0,64.0,50200.0,2.0,1.0,1.0,4.0,5591.0,25744.0,48.4,0.0,0.0,172.0,259.0,13.0,5.0,0.0,29.0,6.0,0.0,5.0,5.0,8.0,13.0,21.0,9.0,14.0,5.0,13.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,113454.0,72688.0,49900.0,63254.0,6.3335992928496525,562.18,0.143,60,0.233009708737864,17160.000000000004,10.085850775128716,2,0.9154516803347116,0.2633546668526929,0.5928753180661577,0.0093643174049021,False
5000.0,163.84,60000.0,0.0,755.0,759.0,1.0,8.0,0.0,568.0,15.0,1883.98,581.31,0.0,0.0,0.0,163.84,499.0,0.0,0.0,1.0,0.0,0.0,18136.0,3.0,2.0,1.0,1.0,10.0,17568.0,51.0,6.0,7.0,4.0,46.0,5300.0,2.0,0.0,3.0,8.0,2267.0,796.0,0.5,0.0,0.0,142.0,28.0,5.0,5.0,0.0,5.0,6.0,0.0,1.0,2.0,2.0,3.0,7.0,6.0,8.0,2.0,8.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,0.0,39525.0,18136.0,800.0,34225.0,5.1049753064706165,163.84,0.1106,36,0.0833333333333333,1659.0,8.517393171418904,1,-1.0912777193452148,-0.229629442184486,0.1094147582697201,0.0054549421776129,False
35000.0,1196.05,250000.0,0.0,755.0,759.0,0.0,10.0,0.0,4047.0,13.0,35000.0,8003.26,0.0,0.0,0.0,1195.92,614.0,610.0,0.0,1.0,0.0,0.0,5727.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,49600.0,0.0,0.0,0.0,4.0,573.0,35591.0,10.1,0.0,0.0,130.0,63.0,8.0,8.0,0.0,8.0,2.0,0.0,4.0,5.0,6.0,9.0,0.0,7.0,10.0,5.0,10.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,57565.0,5727.0,39600.0,0.0,7.087506869573454,1195.92,0.1399,36,0.14,14689.5,10.463131911491969,2,2.077242385412564,1.9486724349565367,0.8727735368956743,0.0227289257400538,False
28000.0,885.37,85000.0,3.0,660.0,664.0,0.0,8.0,1.0,17667.0,18.0,1228.03,5765.33,88.54,0.0,0.0,885.37,649.0,645.0,0.0,1.0,0.0,0.0,232032.0,0.0,3.0,0.0,0.0,25.0,28988.0,51.0,0.0,1.0,12396.0,56.0,26200.0,0.0,0.0,0.0,1.0,29004.0,5033.0,77.8,0.0,0.0,88.0,105.0,14.0,14.0,1.0,14.0,5.0,0.0,2.0,2.0,3.0,4.0,6.0,4.0,11.0,2.0,8.0,0.0,0.0,1.0,0.0,83.3,66.7,1.0,0.0,279094.0,46655.0,22700.0,56616.0,6.787134470654929,885.37,0.288,60,0.3294117647058823,40320.00000000001,10.239995502805316,3,1.337921027635749,0.0569892258603854,0.6946564885496183,0.0077278347516182,False
12000.0,375.99,124000.0,0.0,705.0,709.0,0.0,9.0,0.0,30609.0,21.0,12000.0,1212.91,0.0,0.0,0.0,1973.09,709.0,705.0,0.0,1.0,0.0,0.0,532946.0,0.0,3.0,0.0,1.0,19.0,167985.0,41.0,0.0,0.0,11020.0,48.0,53600.0,0.0,1.0,1.0,2.0,59216.0,22991.0,57.1,0.0,0.0,161.0,159.0,41.0,7.0,5.0,41.0,10.0,0.0,4.0,4.0,5.0,8.0,6.0,5.0,10.0,4.0,9.0,0.0,0.0,0.0,1.0,95.2,40.0,0.0,0.0,591313.0,198594.0,53600.0,201413.0,7.587862811659278,1973.09,0.0799,36,0.0967741935483871,2876.4,9.39274525863144,0,-0.3519563615683997,0.504114348010385,0.287531806615776,0.0112735471670666,False
12875.0,439.98,32200.0,0.0,660.0,664.0,1.0,8.0,0.0,9411.0,15.0,5768.49,2141.14,0.0,450.91,81.1638000073,439.98,609.0,605.0,0.0,1.0,0.0,0.0,11655.0,1.0,1.0,0.0,1.0,15.0,2244.0,55.0,1.0,3.0,3232.0,68.0,13200.0,1.0,0.0,1.0,4.0,1457.0,68.0,97.9,0.0,0.0,96.0,90.0,2.0,2.0,0.0,29.0,2.0,1.0,1.0,6.0,1.0,1.0,7.0,7.0,8.0,6.0,8.0,0.0,0.0,0.0,1.0,93.3,100.0,0.0,0.0,17275.0,11655.0,3300.0,4075.0,6.088999522944514,439.98,0.1399,36,0.3998447204968944,5403.6375,9.463120392418698,2,-0.2595411918462978,-0.5483494010503832,0.3097964376590331,0.0029274856353189,True
40000.0,902.37,79000.0,0.0,705.0,709.0,0.0,7.0,1.0,5666.0,13.0,5051.51,3916.1,0.0,4849.8,872.964,902.37,584.0,580.0,0.0,1.0,0.0,0.0,27977.0,0.0,2.0,0.0,1.0,20.0,22311.0,50.0,0.0,1.0,2275.0,34.0,20800.0,0.0,0.0,6.0,2.0,3997.0,288.0,92.6,0.0,0.0,91.0,97.0,20.0,20.0,0.0,20.0,1.0,0.0,2.0,4.0,2.0,4.0,6.0,5.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,0.0,71037.0,27977.0,3900.0,50237.0,6.806132214787772,902.37,0.1261999999999999,60,0.5063291139240507,25240.0,10.59665973278358,2,2.60532906953886,-0.0117992544703837,1.0,0.007182340533857,True
30000.0,1008.66,65000.0,0.0,700.0,704.0,0.0,14.0,0.0,27960.0,30.0,30000.0,6311.43,0.0,0.0,0.0,1008.33,759.0,755.0,0.0,1.0,0.0,0.0,241001.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,55800.0,0.0,0.0,0.0,1.0,17214.0,11821.0,52.3,0.0,0.0,153.0,148.0,23.0,23.0,7.0,23.0,23.0,0.0,4.0,11.0,4.0,8.0,3.0,13.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,96.7,50.0,0.0,0.0,284737.0,27960.0,24800.0,0.0,6.9170420233738685,1008.33,0.1285,36,0.4615384615384615,11565.0,10.308985993422082,1,1.5491557012862676,-0.1723057085755117,0.7455470737913485,0.0059095206924139,False
6300.0,200.81,41000.0,0.0,710.0,714.0,0.0,7.0,0.0,6439.0,24.0,6300.0,604.62,0.0,0.0,0.0,2997.26,784.0,780.0,0.0,1.0,0.0,200.0,64251.0,0.0,1.0,0.0,0.0,29.0,18720.0,66.0,1.0,3.0,5182.0,51.0,20500.0,0.0,0.0,1.0,3.0,10709.0,12061.0,34.8,0.0,0.0,162.0,276.0,7.0,7.0,3.0,16.0,7.0,0.0,2.0,2.0,3.0,13.0,5.0,5.0,16.0,2.0,7.0,0.0,0.0,0.0,1.0,95.8,33.3,0.0,0.0,96083.0,25159.0,18500.0,28583.0,8.00578739938518,2997.26,0.0916,36,0.1536585365853658,1731.24,8.748463629942055,1,-0.9539751814723776,-0.4474596298985884,0.1424936386768447,0.0037275438213688,False
5600.0,187.32,56000.0,0.0,695.0,699.0,1.0,5.0,0.0,8537.0,8.0,5600.0,1135.47,0.0,0.0,0.0,187.04,704.0,700.0,0.0,1.0,0.0,0.0,23076.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,0.0,0.0,0.0,3.0,5769.0,263.0,97.0,0.0,0.0,56.0,262.0,12.0,6.0,0.0,12.0,6.0,0.0,3.0,3.0,3.0,5.0,2.0,4.0,6.0,3.0,5.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,25684.0,23076.0,8800.0,16884.0,5.23665470615593,187.04,0.1249,36,0.1,2098.32,8.630700432209832,1,-1.0279073172500592,-0.2754884290716655,0.1246819338422391,0.005091279365772,False
11000.0,258.64,46000.0,0.0,710.0,714.0,1.0,11.0,0.0,15138.0,21.0,2945.37,2468.38,0.0,0.0,0.0,0.0,704.0,700.0,0.0,1.0,0.0,0.0,209632.0,1.0,5.0,1.0,2.0,4.0,85230.0,69.0,0.0,2.0,5756.0,69.0,22200.0,0.0,5.0,1.0,4.0,19057.0,5202.0,67.9,0.0,0.0,131.0,133.0,19.0,4.0,5.0,22.0,4.0,0.0,2.0,4.0,3.0,5.0,7.0,5.0,9.0,4.0,11.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,233715.0,100368.0,16200.0,94190.0,0.0,0.0,0.1447,60,0.2391304347826087,7958.5,9.305741456739437,2,-0.457573698393659,-0.3901358962896141,0.2620865139949109,0.0041821223361699,False
35000.0,1066.52,129000.0,0.0,745.0,749.0,0.0,7.0,0.0,15173.0,14.0,17674.12,2577.88,0.0,0.0,0.0,0.0,709.0,705.0,0.0,1.0,0.0,0.0,257059.0,0.0,3.0,1.0,3.0,8.0,28690.0,75.0,0.0,1.0,10940.0,69.0,25200.0,1.0,1.0,0.0,5.0,36723.0,10027.0,60.2,0.0,0.0,143.0,237.0,24.0,8.0,2.0,24.0,19.0,0.0,2.0,2.0,3.0,3.0,7.0,3.0,5.0,2.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,281631.0,43863.0,25200.0,38278.0,0.0,0.0,0.0611,36,0.2713178294573643,6415.5,10.463131911491969,0,2.077242385412564,0.5614380816193593,0.8727735368956743,0.0117281256818677,False
14000.0,462.0,71100.0,0.0,670.0,674.0,0.0,10.0,0.0,27186.0,13.0,14000.0,2237.6,23.1000000648,0.0,0.0,6539.79,739.0,735.0,0.0,1.0,0.0,0.0,181530.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,36500.0,0.0,0.0,0.0,5.0,20170.0,4994.0,82.5,0.0,0.0,102.0,328.0,8.0,6.0,2.0,8.0,8.0,0.0,4.0,6.0,5.0,5.0,4.0,7.0,7.0,6.0,10.0,0.0,0.0,0.0,5.0,100.0,75.0,0.0,0.0,191673.0,36109.0,28600.0,8923.0,8.785813232263136,6539.79,0.1155,36,0.1969057665260196,4851.0,9.546884034617923,1,-0.1407216879178811,-0.1023707535725631,0.3384223918575063,0.0064641064804713,False
20000.0,596.45,106400.0,2.0,660.0,664.0,0.0,15.0,0.0,49217.0,27.0,20000.0,15255.46,0.0,0.0,0.0,5153.96,759.0,755.0,0.0,1.0,0.0,0.0,154105.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50300.0,0.0,0.0,0.0,4.0,10274.0,15.0,99.9,0.0,0.0,176.0,245.0,4.0,4.0,5.0,4.0,5.0,0.0,4.0,12.0,4.0,7.0,3.0,12.0,19.0,12.0,15.0,0.0,0.0,0.0,2.0,92.6,100.0,0.0,0.0,178300.0,54524.0,22900.0,6000.0,8.547714636964118,5153.96,0.258,60,0.18796992481203,25800.0,9.90353755128617,6,0.4929823330336746,0.3023348057067954,0.4910941475826972,0.0096734307949669,False
30000.0,1054.57,70000.0,2.0,675.0,679.0,2.0,21.0,0.0,13572.0,63.0,5489.49,3520.91,52.73,5464.29,983.5722,326.61,499.0,0.0,0.0,1.0,0.0,0.0,373065.0,1.0,3.0,2.0,3.0,7.0,243335.0,87.0,2.0,2.0,4917.0,53.0,34300.0,3.0,0.0,5.0,5.0,17765.0,1972.0,84.3,0.0,0.0,340.0,131.0,5.0,5.0,1.0,5.0,4.0,1.0,6.0,10.0,6.0,8.0,41.0,17.0,21.0,10.0,21.0,0.0,0.0,1.0,4.0,96.8,66.7,0.0,0.0,367700.0,256907.0,12600.0,202809.0,5.79182387654356,326.61,0.1599,36,0.4285714285714285,14391.0,10.308985993422082,2,1.5491557012862676,-0.1149819749665374,0.7455470737913485,0.006364099207215,True
15000.0,343.84,50000.0,0.0,765.0,769.0,1.0,4.0,0.0,481.0,13.0,15000.0,3722.82,0.0,0.0,0.0,2476.18,679.0,675.0,0.0,1.0,0.0,0.0,4097.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,1.0,1024.0,4684.0,6.3,0.0,0.0,135.0,120.0,34.0,22.0,0.0,37.0,3.0,0.0,1.0,2.0,2.0,2.0,9.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,15417.0,4097.0,5000.0,9417.0,7.814876095399795,2476.18,0.1333,60,0.3,9997.5,9.61587214452889,2,-0.0351043510926218,-0.3442769094024346,0.3638676844783715,0.0045457851480107,False
10000.0,344.17,130000.0,4.0,665.0,669.0,0.0,9.0,0.0,7065.0,28.0,10000.0,1235.58,0.0,0.0,0.0,7809.98,604.0,600.0,0.0,1.0,0.0,542.0,596229.0,5.0,4.0,3.0,3.0,1.0,65073.0,82.0,1.0,1.0,1676.0,78.0,12100.0,3.0,13.0,7.0,5.0,66248.0,824.0,67.0,0.0,0.0,156.0,246.0,2.0,1.0,4.0,49.0,5.0,2.0,1.0,3.0,1.0,3.0,16.0,4.0,8.0,3.0,9.0,0.0,0.0,3.0,5.0,82.1,0.0,0.0,0.0,634818.0,72138.0,2500.0,97818.0,8.963285715115404,7809.98,0.1449,36,0.0769230769230769,4347.0,9.210440366976515,2,-0.5631910352189183,0.5729028283411541,0.2366412213740458,0.0118190413848279,False
